image,question,answer
image2195,Was good example either chest anterior or posterior?,yes
image2195,What was good example either chest or posterior?,anterior
image2195,Was hematoma anterior or posterior?,no
image2195,Does this image show good example either chest was anterior or posterior?,yes
image2195,Does vasculature show good example either chest was anterior or posterior?,no
image2195,What is present?,petechiae
image2195,Is petechiae present?,yes
image2195,Is thigh at autopsy present?,no
image2195,Where is this?,skin
image2196,What are present ?,extremities
image2196,Are good example tastefully shown with face out of picture and genitalia present?,no
image2196,Is supernumerary digits present?,yes
image2196,Are extremities present?,yes
image2196,What are present?,extremities
image2196,Does fixed tissue show x-ray strange foot with 8 digits?,no
image2196,Does this image show x-ray strange foot with 8 digits?,yes
image2196,How many digits does this image show x-ray strange foot with?,8
image2196,Is marfans syndrome present?,no
image2197,Does acid show severe maceration?,no
image2197,Is Macerated Stillborn present?,yes
image2197,Does this image show severe maceration?,yes
image2197,Is mesothelioma present?,no
image2198,What is present?,Anencephaly
image2198,Does this image show posterior view of typical case?,yes
image2198,Is Anencephaly present?,yes
image2198,What is present ?,Anencephaly
image2199,Does this image show lateral view of typical case?,yes
image2199,What is present?,Anencephaly
image2199,Is Anencephaly present?,yes
image2199,What is present ?,Anencephaly
image2200,"Does quite good liver show severe trauma, contusion, lacerations, abrasions?",no
image2200,"Does this image show severe trauma, contusion, lacerations, abrasions?",yes
image2201,"Does this image show head and face, severe trauma, contusion, lacerations, abrasions?",yes
image2201,"Does granulomata slide show head and face, severe trauma, contusion, lacerations, abrasions?",no
image2202,"Does metastatic carcinoma prostate show head and face, severe trauma, contusion, lacerations, abrasions?",no
image2202,"Does this image show head and face, severe trauma, contusion, lacerations, abrasions?",yes
image2203,Does this image show whole body small fetus typical?,yes
image2203,Does pus in test tube show whole body small fetus typical?,no
image2203,What is present?,Anencephaly
image2203,Is Anencephaly present?,yes
image2203,Is liver with tuberculoid granuloma in glissons present?,no
image2203,What is present ?,Anencephaly
image2204,Is skin over back a buttocks reflected to show large tumor mass?,yes
image2204,Is digits reflected to show large tumor mass?,no
image2204,Does this image show skin over back a buttocks reflected to show large tumor mass?,yes
image2204,Does retroperitoneal liposarcoma show skin over back a buttocks reflected to show large tumor mass?,no
image2204,Is Sacrococcygeal Teratoma present?,yes
image2204,Is this section showing liver with tumor mass in hilar area tumor present?,no
image2205,Is macerated stillborn present?,no
image2205,Is Sacrococcygeal Teratoma present?,yes
image2205,Does mesothelioma show lateral view of body with grossly enlarged buttocks area?,no
image2205,Does this image show lateral view of body with grossly enlarged buttocks area?,yes
image2206,"Does tuberculosis show arm, lightning strike - ferning?",no
image2206,"Does this image show arm, lightning strike - ferning?",yes
image2206,What does this image show?,arm
image2207,Is Sacrococcygeal Teratoma present?,yes
image2207,Does abdomen show excised tumor?,no
image2207,Does this image show excised tumor?,yes
image2207,Is mesothelioma present?,no
image2208,Is Cephalothoracopagus Janiceps present?,yes
image2208,Does this image show conjoined twins at head and chest?,yes
image2209,Does this image show view of twin joined at head and chest?,yes
image2209,Is Cephalothoracopagus Janiceps present?,yes
image2210,Does this image show lateral view of head typical example?,yes
image2210,What is present?,Anencephaly
image2210,Is Anencephaly present?,yes
image2210,What is present ?,Anencephaly
image2211,What joined at head facing each other ?,twins
image2211,Is Cephalothoracopagus Janiceps present?,yes
image2211,Does this image show twins joined at head facing each other?,yes
image2211,Is twins joined at head facing each other?,yes
image2211,What joined at head facing each other?,twins
image2211,How is twins joined at head facing each  ?,other
image2212,What is present?,Anencephaly
image2212,Does this image show lateral view of typical appearance?,yes
image2212,Is Anencephaly present?,yes
image2212,What is present ?,Anencephaly
image2213,Does this image show lower extremities with increased muscle mass several other slides?,yes
image2213,Is Beckwith-Wiedemann Syndrome present?,yes
image2214,Does leiomyosarcoma show good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking?,no
image2214,What is present?,cachexia
image2214,Does this image show good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking?,yes
image2214,Is good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking?,yes
image2214,Is cachexia present?,yes
image2214,Is muscle atrophy present?,no
image2214,What is present ?,cachexia
image2214,Is muscle atrophy striking?,yes
image2215,Is Siamese Twins present?,yes
image2215,Does this image show view from side showing fusion lower chest and entire abdomen single umbilical cord?,yes
image2216,Is Siamese Twins present?,yes
image2216,Does this image show joined anterior at chest and abdomen view from buttocks?,yes
image2217,Is Marfans Syndrome present?,yes
image2217,Is newborn cord around neck present?,no
image2218,How many sets is lower chest and abdomen anterior opened lower chest and abdomen showing apparent intestine with one liver?,two
image2218,How many liver is lower chest and abdomen anterior opened lower chest and abdomen showing apparent two sets intestine with?,one
image2218,How many liver does this image show joined lower chest and abdomen anterior opened lower chest and abdomen showing apparent two sets intestine with?,one
image2218,Is Siamese Twins present?,yes
image2218,How many sets does this image show joined lower chest and abdomen anterior opened lower chest and abdomen showing apparent intestine with one liver?,two
image2219,Is Spina Bifida present?,yes
image2219,Is typical tuberculous exudate present?,no
image2219,How does this photo of infant from head to toe show  lesion ?,typical
image2219,Does this photo of infant from head to toe show typical lesion?,yes
image2220,Is lymphangiomatosis generalized present?,no
image2220,Is Spina Bifida present?,yes
image2220,Does stillborn macerated show close-up excellent example?,no
image2220,Does this image show close-up excellent example?,yes
image2221,Is very good example joined abdomen and lower chest anterior?,yes
image2221,Is Siamese Twins present?,yes
image2221,Does siamese twins show very good example joined abdomen and lower chest anterior?,no
image2221,Does this image show very good example joined abdomen and lower chest anterior?,yes
image2221,Is mesentery joined abdomen and lower chest anterior?,no
image2222,How many loops does this image show macerated stillborn with of cord around neck good photo?,two
image2222,Does this image show macerated stillborn with two loops of cord around neck good photo?,yes
image2223,Is Conjoined Twins Cephalothoracopagus Janiceps present?,yes
image2223,Does this image show anterior lateral view of this monster?,yes
image2224,Is Conjoined Twins present?,yes
image2224,How many side does this image show close-up view of of head?,one
image2224,Does this image show close-up view of one side of head?,yes
image2225,Is carcinoma present?,no
image2225,Is Sacrococcygeal Teratoma present?,yes
image2225,Does abdomen show cross section of tumor?,no
image2225,Does this image show cross section of tumor?,yes
image2226,Is lymphangiomatosis Generalized present?,yes
image2226,Does this image show newborn infant 24 week gestation weight gm typical grotesque appearance?,yes
image2227,Does this image show close-up of two loops of umbilical cord around neck?,yes
image2227,Is opened muscle present?,no
image2227,Is stillborn Cord Around Neck present?,yes
image2227,Does fibrinous peritonitis show close-up of two loops of umbilical cord around neck?,no
image2227,How many loops does this image show close-up of of umbilical cord around neck?,two
image2228,Does this image show posterior view of body slide?,yes
image2228,Is lymphangiomatosis Generalized present?,yes
image2229,Is natural color advanced typical?,yes
image2229,Does this image show natural color advanced typical?,yes
image2229,Does acute peritonitis show natural color advanced typical?,no
image2229,Is Macerated Stillborn present?,yes
image2229,How is natural color advanced  ?,typical
image2229,Is surface advanced typical?,no
image2229,Is nodular tumor present?,no
image2230,"Is infant body opened showing cardiac apex to right, right liver lobe on left cecum on left gangrenous small bowel?",yes
image2230,"Does this image show infant body opened showing cardiac apex to right, right liver lobe on left cecum on left gangrenous small bowel?",yes
image2230,Is situs Inversus present?,yes
image2230,How is infant body opened showing  apex to right  ?,cardiac
image2231,Does this image show typical appearance 980gm?,yes
image2231,Does retroperitoneal liposarcoma show typical appearance 980gm?,no
image2231,Is Stillborn Macerated present?,yes
image2231,Is metastatic carcinoma prostate present?,no
image2232,Is Conjoined Twins Cephalothoracopagus Janiceps present?,yes
image2232,Does this image show posterior view?,yes
image2233,Does this image show external view of advanced state?,yes
image2233,Is Macerated Stillborn present?,yes
image2233,Is this image present?,no
image2233,Does sacrococcygeal teratoma show external view of advanced state?,no
image2234,Is Conjoined Twins Cephalothoracopagus Janiceps present?,yes
image2234,Does this image show posterior view?,yes
image2235,Is Conjoined Twins Cephalothoracopagus Janiceps present?,yes
image2235,Does this image show anterior view?,yes
image2236,How is anomalous origin left from  artery ?,pulmonary
image2236,Does this image show angiogram postmortafter switch of left coronary to aorta?,yes
image2236,Where is this from?,heart
image2236,Is retroperitoneal leiomyosarcoma present?,no
image2236,Does breast show angiogram postmortafter switch of left coronary to aorta?,no
image2236,Is myocardium left from pulmonary artery?,no
image2236,What is present?,cardiovascular
image2236,Is coronary artery anomalous origin left from pulmonary artery present?,yes
